"placename","camera_name","identified_by","obs_start_date","obs_start_time","common_name"
"H2","C12","Garrett Craig",2021-05-14,09:32:50,"California Ground Squirrel"
"H2","C12","Garrett Craig",2021-05-15,16:23:46,"California Ground Squirrel"
"H2","C12","Garrett Craig",2021-05-16,13:09:39,"Western fence lizard"
"H35","C5","Alistair Dobson",2021-05-13,19:43:01,"Brush Rabbit"
"H35","C5","Alistair Dobson",2021-05-13,19:55:30,"Brush Rabbit"
"H35","C5","Alistair Dobson",2021-05-14,20:10:31,"Brush Rabbit"
"H35","C5","Alistair Dobson",2021-05-15,07:42:47,"Brush Rabbit"
"H35","C5","Alistair Dobson",2021-05-13,13:59:03,"California Ground Squirrel"
"H35","C5","Alistair Dobson",2021-05-13,15:09:32,"California Ground Squirrel"
"H35","C5","Alistair Dobson",2021-05-13,15:27:17,"California Ground Squirrel"
"H35","C5","Alistair Dobson",2021-05-13,15:13:20,"California Ground Squirrel"
"H35","C5","Alistair Dobson",2021-05-13,15:35:11,"California Ground Squirrel"
"H35","C5","Alistair Dobson",2021-05-15,09:21:02,"California Ground Squirrel"
"H35","C5","Alistair Dobson",2021-05-15,09:24:25,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,05:32:54,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-15,23:11:07,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-15,20:11:28,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,05:30:18,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,05:36:35,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,05:43:57,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,05:45:48,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,06:07:13,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,06:10:45,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,06:13:33,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,06:17:41,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,06:20:47,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,07:14:57,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,07:17:23,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,07:20:18,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,23:21:14,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,23:33:49,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-17,05:31:10,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-17,05:34:19,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-17,08:17:56,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-17,08:35:23,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-18,00:19:03,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-18,01:26:52,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-18,01:32:36,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-18,03:36:58,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-18,06:38:21,"Brush Rabbit"
"H35","C5","Garrett Craig",2021-05-16,20:51:42,"North American Deermouse"
"H35","C5","Garrett Craig",2021-05-16,22:19:12,"North American Deermouse"
"H35","C5","Garrett Craig",2021-05-16,22:21:52,"North American Deermouse"
"H35","C5","Garrett Craig",2021-05-17,03:00:50,"North American Deermouse"
"H35","C5","Garrett Craig",2021-05-17,03:03:19,"North American Deermouse"
"H35","C5","Garrett Craig",2021-05-17,22:17:01,"North American Deermouse"
"H35","C5","Garrett Craig",2021-05-17,15:12:22,"Lark Sparrow"
"H35","C5","Garrett Craig",2021-05-16,22:08:52,"Virginia Opossum"
"H35","C5","Garrett Craig",2021-05-15,14:17:37,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-15,16:19:38,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-15,16:22:28,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-15,16:27:18,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-15,16:48:44,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-15,16:46:53,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-15,16:24:07,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,09:28:27,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,10:26:47,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,11:26:48,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,07:38:53,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,11:24:32,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,12:55:35,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,12:59:38,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,13:16:07,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,13:29:07,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,13:30:15,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,13:37:54,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,13:48:47,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,08:35:25,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,13:52:26,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,13:58:30,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,13:59:42,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:03:08,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:06:09,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:09:50,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:13:57,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:15:24,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:17:39,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:20:43,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:21:52,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:23:26,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:25:13,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:29:24,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:33:33,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:34:37,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:36:59,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:39:54,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:56:47,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:58:18,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,15:25:32,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,15:26:55,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-17,07:33:51,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-17,07:38:37,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-17,09:20:49,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-17,09:39:04,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-17,10:13:33,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-17,11:08:56,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-17,16:36:45,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-17,16:37:52,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,08:26:37,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,09:12:16,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,09:31:29,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,09:21:18,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,10:45:25,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,10:48:02,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,12:22:15,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,10:52:50,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,11:09:41,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,11:17:09,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,11:22:11,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,11:18:24,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-18,11:47:24,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-15,14:10:14,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:44:51,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:47:42,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,14:50:46,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,15:00:15,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,15:05:37,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,15:07:32,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,15:11:43,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,15:13:34,"California Ground Squirrel"
"H35","C5","Garrett Craig",2021-05-16,21:40:16,"Mammal"
"H35","C5","Paige Grinnell",2021-05-15,07:09:25,"Brush Rabbit"
"H35","C6","Garrett Craig",2021-05-15,12:45:09,"California Ground Squirrel"
"H35","C6","Garrett Craig",2021-05-15,13:18:52,"California Ground Squirrel"
"H35","C6","Paige Grinnell",2021-05-13,19:45:41,"Brush Rabbit"
"H35","C6","Paige Grinnell",2021-05-15,07:42:05,"Brush Rabbit"
"H35","C6","Paige Grinnell",2021-05-13,15:17:58,"California Ground Squirrel"
"H35","C6","Paige Grinnell",2021-05-13,17:08:08,"California Ground Squirrel"
"H35","C6","Paige Grinnell",2021-05-14,08:20:59,"California Ground Squirrel"
"H35","C6","Paige Grinnell",2021-05-14,08:18:19,"California Ground Squirrel"
"H35","C6","Paige Grinnell",2021-05-14,15:11:33,"California Ground Squirrel"
"H35","C6","Paige Grinnell",2021-05-15,08:22:34,"California Ground Squirrel"
"H35","C6","Paige Grinnell",2021-05-15,09:16:37,"California Ground Squirrel"
"H40","C8","Garrett Craig",2021-05-15,06:33:29,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-16,05:55:14,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-16,06:04:45,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-16,08:13:18,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-16,08:18:36,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-16,08:23:30,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-16,08:41:51,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-16,08:21:45,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-16,09:54:05,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-16,19:22:20,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,06:05:55,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,06:33:18,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,06:29:25,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,06:54:59,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,06:31:51,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,07:00:08,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,08:33:57,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,08:40:41,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,08:22:12,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,08:42:49,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,07:41:35,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,06:56:16,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,18:25:52,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-18,01:42:45,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-17,18:14:07,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-18,08:13:52,"Brush Rabbit"
"H40","C8","Garrett Craig",2021-05-14,02:46:02,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-15,21:55:23,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-15,21:25:59,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-15,23:48:58,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-16,00:31:20,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-15,23:56:37,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-16,00:45:04,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-16,02:48:39,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-16,02:51:19,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-16,23:13:57,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-16,22:33:38,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-17,00:19:32,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-16,23:26:56,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-17,03:20:32,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-16,21:51:56,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-17,01:14:24,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-17,02:39:05,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-16,23:24:09,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-17,00:24:08,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-17,04:57:26,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-17,03:21:58,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-17,04:51:40,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-17,05:10:23,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-16,22:52:13,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-18,04:55:51,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-18,00:40:10,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-17,21:18:53,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-18,03:08:30,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-18,00:18:52,"North American Deermouse"
"H40","C8","Garrett Craig",2021-05-15,08:53:44,"California Ground Squirrel"
"H40","C8","Garrett Craig",2021-05-16,10:29:24,"California Ground Squirrel"
"H40","C8","Garrett Craig",2021-05-16,10:38:54,"California Ground Squirrel"
"H40","C8","Garrett Craig",2021-05-16,12:11:53,"California Ground Squirrel"
"H40","C8","Garrett Craig",2021-05-17,09:23:37,"California Ground Squirrel"
"H40","C8","Garrett Craig",2021-05-17,09:38:03,"California Ground Squirrel"
"H40","C8","Garrett Craig",2021-05-17,09:48:15,"California Ground Squirrel"
"H40","C8","Garrett Craig",2021-05-17,12:09:45,"California Ground Squirrel"
"H40","C8","Garrett Craig",2021-05-17,09:49:28,"California Ground Squirrel"
"H40","C8","Garrett Craig",2021-05-15,15:32:52,"Western fence lizard"
"H40","C8","Garrett Craig",2021-05-15,15:29:12,"Western fence lizard"
"H40","C8","Lauren Hall",2021-05-13,18:04:56,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-13,17:35:01,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-13,19:14:56,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-13,19:16:49,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-14,05:52:41,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-14,07:48:00,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-14,07:55:52,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-14,07:53:10,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-14,08:31:57,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-14,09:23:26,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-14,09:49:09,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-14,09:30:30,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-15,07:36:11,"Brush Rabbit"
"H40","C8","Lauren Hall",2021-05-13,20:48:30,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-13,20:51:17,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-13,20:52:29,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-13,21:17:06,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-13,21:46:43,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-13,23:26:21,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-14,00:46:03,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-14,01:12:41,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-14,01:18:06,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-14,03:21:02,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-14,21:25:55,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-14,22:52:39,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-15,02:48:17,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-15,00:11:42,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-15,03:32:43,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-15,02:49:43,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-15,05:06:21,"North American Deermouse"
"H40","C8","Lauren Hall",2021-05-14,11:16:49,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,11:34:43,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,11:41:21,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,11:47:47,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,12:00:42,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,11:44:35,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,11:54:19,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,12:03:30,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,11:33:35,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,12:07:32,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,12:11:59,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,12:25:10,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-14,17:22:27,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-15,08:27:18,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-15,08:31:40,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-15,08:34:26,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-15,09:12:23,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-15,09:24:29,"California Ground Squirrel"
"H40","C8","Lauren Hall",2021-05-15,14:30:45,"Western fence lizard"
"H40","C7","Clare Duganne",2021-05-16,19:16:36,"Brush Rabbit"
"H40","C7","Clare Duganne",2021-05-16,18:33:53,"Brush Rabbit"
"H40","C7","Clare Duganne",2021-05-17,05:43:02,"Brush Rabbit"
"H40","C7","Clare Duganne",2021-05-17,06:24:36,"Brush Rabbit"
"H40","C7","Clare Duganne",2021-05-17,06:49:27,"Brush Rabbit"
"H40","C7","Clare Duganne",2021-05-17,06:54:19,"Brush Rabbit"
"H40","C7","Clare Duganne",2021-05-17,08:16:21,"Brush Rabbit"
"H40","C7","Clare Duganne",2021-05-17,08:37:21,"Brush Rabbit"
"H40","C7","Clare Duganne",2021-05-16,19:05:09,"Brush Rabbit"
"H40","C7","Clare Duganne",2021-05-17,09:16:54,"California Ground Squirrel"
"H40","C7","Clare Duganne",2021-05-17,10:15:30,"California Ground Squirrel"
"H40","C7","Clare Duganne",2021-05-17,09:33:15,"California Ground Squirrel"
"H40","C7","Clare Duganne",2021-05-17,12:03:03,"California Ground Squirrel"
"H40","C7","Clare Duganne",2021-05-17,12:05:30,"California Ground Squirrel"
"H40","C7","Clare Duganne",2021-05-17,10:49:39,"California Ground Squirrel"
"H40","C7","Clare Duganne",2021-05-16,15:31:19,"Western fence lizard"
"H40","C7","Clare Duganne",2021-05-16,15:33:41,"Western fence lizard"
"H40","C7","Garrett Craig",2021-05-17,06:00:13,"Brush Rabbit"
"H40","C7","Garrett Craig",2021-05-17,08:25:53,"Brush Rabbit"
"H40","C7","Garrett Craig",2021-05-17,18:05:12,"Brush Rabbit"
"H40","C7","Garrett Craig",2021-05-17,18:16:29,"Brush Rabbit"
"H40","C7","Garrett Craig",2021-05-18,01:32:58,"Brush Rabbit"
"H40","C7","Garrett Craig",2021-05-18,00:21:04,"North American Deermouse"
"H40","C7","Garrett Craig",2021-05-18,00:35:07,"North American Deermouse"
"H40","C7","Garrett Craig",2021-05-18,00:26:37,"North American Deermouse"
"H40","C7","Garrett Craig",2021-05-18,01:27:01,"North American Deermouse"
"H40","C7","Garrett Craig",2021-05-18,00:32:54,"North American Deermouse"
"H40","C7","Garrett Craig",2021-05-18,00:28:55,"North American Deermouse"
"H40","C7","Garrett Craig",2021-05-17,15:16:17,"Western fence lizard"
"H40","C7","Garrett Craig",2021-05-18,10:11:23,"Western fence lizard"
"H40","C7","Garrett Craig",2021-05-18,10:07:05,"Western fence lizard"
"H40","C7","Garrett Craig",2021-05-18,10:16:31,"Western fence lizard"
"H40","C7","Garrett Craig",2021-05-18,10:21:03,"Western fence lizard"
"H40","C7","Garrett Craig",2021-05-18,10:27:30,"Western fence lizard"
"H40","C7","Garrett Craig",2021-05-18,10:25:09,"Western fence lizard"
"H40","C7","Lauren Hall",2021-05-13,17:35:22,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-13,17:37:11,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-13,18:02:30,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-13,18:05:55,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-13,18:34:14,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-13,19:11:22,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,07:47:13,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,07:41:36,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,05:51:37,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,07:50:22,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,07:54:49,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,07:56:13,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,07:58:33,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,09:12:00,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,08:30:45,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,09:29:46,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,09:47:51,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,10:12:52,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,09:21:33,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-14,20:04:17,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-15,05:46:29,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-15,06:30:04,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-15,06:49:15,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-15,06:51:55,"Brush Rabbit"
"H40","C7","Lauren Hall",2021-05-13,21:44:58,"North American Deermouse"
"H40","C7","Lauren Hall",2021-05-13,20:49:54,"North American Deermouse"
"H40","C7","Lauren Hall",2021-05-14,00:44:55,"North American Deermouse"
"H40","C7","Lauren Hall",2021-05-13,22:11:37,"North American Deermouse"
"H40","C7","Lauren Hall",2021-05-14,21:24:25,"North American Deermouse"
"H40","C7","Lauren Hall",2021-05-15,02:46:52,"North American Deermouse"
"H40","C7","Lauren Hall",2021-05-14,22:55:14,"North American Deermouse"
"H40","C7","Lauren Hall",2021-05-14,11:14:42,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,11:32:36,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,11:33:48,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,12:16:14,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,12:19:42,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,19:09:32,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,18:57:10,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,14:13:27,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,19:01:41,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,19:04:40,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,12:32:33,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,18:47:41,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-15,09:44:07,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-15,08:25:47,"California Ground Squirrel"
"H40","C7","Lauren Hall",2021-05-14,17:19:10,"California Ground Squirrel"
"H40","C7","Mikayla Baker",2021-05-16,05:51:28,"Brush Rabbit"
"H40","C7","Mikayla Baker",2021-05-16,08:19:37,"Brush Rabbit"
"H40","C7","Mikayla Baker",2021-05-16,09:50:09,"Brush Rabbit"
"H40","C7","Mikayla Baker",2021-05-16,08:14:41,"Brush Rabbit"
"H40","C7","Mikayla Baker",2021-05-15,23:54:19,"North American Deermouse"
"H40","C7","Mikayla Baker",2021-05-16,01:13:34,"North American Deermouse"
"H40","C7","Mikayla Baker",2021-05-16,12:09:41,"California Ground Squirrel"
"H40","C7","Mikayla Baker",2021-05-15,15:26:50,"Western fence lizard"
"L30","C10","Garrett Craig",2021-05-16,12:10:20,"Cassin's Kingbird"
"L30","C10","Garrett Craig",2021-05-18,01:05:34,"North American Deermouse"
"L30","C10","Garrett Craig",2021-05-17,21:59:20,"North American Deermouse"
"L30","C10","Garrett Craig",2021-05-17,08:48:53,"Common Starling"
"L30","C10","Garrett Craig",2021-05-16,12:41:08,"House Finch"
"L30","C10","Garrett Craig",2021-05-15,12:29:09,"Bird"
"L30","C10","Garrett Craig",2021-05-16,12:03:02,"Bird"
"L30","C10","Garrett Craig",2021-05-16,13:49:12,"Bird"
"L30","C10","Garrett Craig",2021-05-16,14:07:08,"Bird"
"L30","C10","Garrett Craig",2021-05-16,14:12:51,"Bird"
"L30","C10","Garrett Craig",2021-05-16,14:18:41,"Bird"
"L30","C10","Garrett Craig",2021-05-16,14:23:27,"Bird"
"L30","C10","Garrett Craig",2021-05-16,14:34:28,"Bird"
"L30","C10","Garrett Craig",2021-05-16,14:38:47,"Bird"
"L30","C10","Garrett Craig",2021-05-16,15:00:40,"Bird"
"L30","C10","Garrett Craig",2021-05-16,15:13:47,"Bird"
"L30","C10","Garrett Craig",2021-05-16,15:20:18,"Bird"
"L30","C10","Garrett Craig",2021-05-16,15:24:13,"Bird"
"L30","C10","Garrett Craig",2021-05-16,15:22:03,"Bird"
"L30","C10","Garrett Craig",2021-05-16,15:39:57,"Bird"
"L30","C10","Garrett Craig",2021-05-16,15:59:40,"Bird"
