"placename","camera_name","identified_by","obs_start_date","obs_start_time","common_name"
"B2","C9","Alistair Dobson",2021-04-24,03:18:03,"Cricetidae Family"
"B2","C9","Alistair Dobson",2021-04-23,22:15:49,"Cricetidae Family"
"B2","C9","Alistair Dobson",2021-04-24,03:20:32,"Cricetidae Family"
"B2","C9","Alistair Dobson",2021-04-24,03:13:36,"Cricetidae Family"
"B2","C9","Alistair Dobson",2021-04-25,23:11:59,"Killdeer"
"B2","C9","Alistair Dobson",2021-04-22,11:04:11,"Western fence lizard"
"B2","C9","Alistair Dobson",2021-04-22,11:09:11,"Western fence lizard"
"B2","C9","Alistair Dobson",2021-04-22,11:06:46,"Western fence lizard"
"B2","C9","Alistair Dobson",2021-04-22,11:36:28,"Western fence lizard"
"B2","C9","Alistair Dobson",2021-04-22,11:38:53,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-24,03:32:25,"North American Deermouse"
"B2","C9","Calen Campos",2021-04-24,03:21:55,"North American Deermouse"
"B2","C9","Calen Campos",2021-04-24,03:30:31,"North American Deermouse"
"B2","C9","Calen Campos",2021-04-24,03:19:23,"North American Deermouse"
"B2","C9","Calen Campos",2021-04-23,11:26:22,"American Crow"
"B2","C9","Calen Campos",2021-04-26,05:22:56,"Striped Skunk"
"B2","C9","Calen Campos",2021-04-25,12:30:47,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-25,12:58:45,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-22,15:21:46,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-22,15:27:35,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-23,10:41:29,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-23,16:38:17,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-24,14:54:44,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-24,15:02:13,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-24,15:18:14,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-24,15:46:13,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-24,16:52:00,"California Ground Squirrel"
"B2","C9","Calen Campos",2021-04-22,15:14:19,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-22,15:16:27,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-23,13:09:01,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-23,13:32:22,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-23,13:48:29,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-23,14:13:45,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-23,13:55:31,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-24,10:13:10,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-24,10:11:42,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-24,10:51:26,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-24,10:54:09,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-24,10:58:49,"Western fence lizard"
"B2","C9","Calen Campos",2021-04-24,11:00:37,"Western fence lizard"
"B2","C10","Alistair Dobson",2021-04-23,11:27:42,"American Crow"
"B2","C10","Alistair Dobson",2021-04-26,05:32:21,"Striped Skunk"
"B2","C10","Calen Campos",2021-04-22,15:24:09,"California Ground Squirrel"
"B2","C10","Calen Campos",2021-04-24,17:31:04,"California Ground Squirrel"
"B2","C10","Calen Campos",2021-04-24,19:18:49,"California Ground Squirrel"
"H9","C11","Garrett Craig",2021-04-23,12:54:56,"California Ground Squirrel"
"H9","C11","Garrett Craig",2021-04-23,15:16:03,"California Ground Squirrel"
"H9","C11","Garrett Craig",2021-04-23,16:32:41,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,20:59:51,"Virginia Opossum"
"H9","C11","George Simmons",2021-04-23,14:29:57,"American Crow"
"H9","C11","George Simmons",2021-04-24,15:50:19,"American Crow"
"H9","C11","George Simmons",2021-04-23,15:38:51,"American Crow"
"H9","C11","George Simmons",2021-04-22,13:46:50,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,14:42:17,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,15:52:14,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,16:25:24,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:03:10,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:10:22,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:15:14,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:26:58,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:31:29,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:32:56,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:37:09,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:34:08,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:38:50,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:55:48,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,17:57:25,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,18:04:57,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,18:26:08,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,18:30:50,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,18:33:35,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-22,18:42:37,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,07:47:49,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,07:53:40,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,08:01:59,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,08:22:10,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,08:23:30,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,08:36:35,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,09:07:50,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,09:22:08,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,09:36:00,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,09:38:54,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,10:02:00,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,10:10:44,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,10:20:19,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,10:51:15,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,11:23:55,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,11:32:22,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,11:39:17,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,11:43:40,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,11:50:29,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,11:52:05,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,12:05:40,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,12:02:37,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,12:15:44,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,12:23:05,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,12:32:21,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,12:33:31,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,13:10:26,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,13:33:47,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,13:19:44,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,13:25:39,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,14:22:04,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,14:20:11,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,14:29:57,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,15:38:51,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,15:34:30,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,15:25:09,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,16:09:50,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,16:16:44,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,16:21:49,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,16:28:59,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,07:56:15,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,08:22:15,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,09:19:44,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,09:46:39,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,09:55:03,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,09:58:10,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,10:01:13,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,10:11:44,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,10:19:31,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,10:22:11,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,10:42:42,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,11:04:57,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,11:16:30,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,11:22:19,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,11:34:22,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,11:38:00,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,11:57:28,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,12:28:23,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,12:39:49,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,12:46:15,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,12:47:47,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,12:51:15,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,13:02:09,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,13:04:32,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,14:32:53,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,16:25:55,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,16:42:22,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,16:23:43,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,16:49:59,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,16:40:20,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-25,09:51:12,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-25,10:28:27,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,17:12:10,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-25,10:30:47,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-25,10:32:35,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-25,08:22:50,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-25,08:13:45,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,16:46:56,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-25,09:22:51,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-23,08:20:40,"California Ground Squirrel"
"H9","C11","George Simmons",2021-04-24,11:44:30,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:02:30,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:07:23,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:08:54,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:13:15,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:19:58,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:26:02,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:28:23,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:35:18,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:39:49,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:46:15,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,12:47:47,"Western fence lizard"
"H9","C11","George Simmons",2021-04-24,13:26:39,"Western fence lizard"
"H9","C11","Tyler Zuber",2021-04-22,11:34:14,"California Ground Squirrel"
"H9","C11","Tyler Zuber",2021-04-22,11:41:36,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,21:16:21,"Virginia Opossum"
"H9","C12","Alistair Dobson",2021-04-25,13:11:42,"American Crow"
"H9","C12","Alistair Dobson",2021-04-25,23:27:44,"Striped Skunk"
"H9","C12","Alistair Dobson",2021-04-24,12:08:38,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,14:22:15,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,14:46:44,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,14:48:55,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,14:54:09,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,16:48:19,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,17:18:13,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,17:28:56,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,17:33:51,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,17:38:09,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,07:34:54,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,07:58:55,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,07:38:34,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,08:03:10,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,08:09:36,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,08:38:48,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,08:29:49,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,10:14:50,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,10:47:39,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,11:49:50,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,10:49:12,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,12:46:32,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,12:44:13,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,12:54:23,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-25,14:11:44,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-26,12:55:55,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-26,13:00:19,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-26,13:05:21,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-26,13:17:27,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-26,13:26:30,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-26,13:22:07,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-26,15:23:45,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-26,17:03:04,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-26,17:06:01,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,14:24:11,"California Ground Squirrel"
"H9","C12","Alistair Dobson",2021-04-24,14:33:54,"Western fence lizard"
"H9","C12","Alistair Dobson",2021-04-26,10:25:39,"Western fence lizard"
"H9","C12","Alistair Dobson",2021-04-27,09:26:11,"Western fence lizard"
"H9","C12","Alistair Dobson",2021-04-27,10:28:43,"Western fence lizard"
"H9","C12","Alistair Dobson",2021-04-27,10:31:08,"Western fence lizard"
"H9","C12","Alistair Dobson",2021-04-27,10:30:06,"Western fence lizard"
"H9","C12","Alistair Dobson",2021-04-27,11:45:07,"Western fence lizard"
"H9","C12","Garrett Craig",2021-04-23,17:57:53,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,00:25:04,"Striped Skunk"
"H9","C12","George Simmons",2021-04-23,00:28:11,"Striped Skunk"
"H9","C12","George Simmons",2021-04-22,17:09:57,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-22,17:17:35,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-22,17:20:26,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-22,17:27:16,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-22,17:29:57,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-22,18:47:47,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,07:43:46,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,07:46:15,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,08:04:01,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,08:16:53,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,08:19:58,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,08:29:01,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,09:06:47,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,09:10:29,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,09:25:00,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,10:00:30,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,11:29:47,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,11:38:16,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,10:21:39,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,10:59:05,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,10:02:40,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,12:00:54,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,13:00:15,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,13:32:33,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,14:13:35,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,15:14:14,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,15:34:10,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,15:54:16,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,15:58:36,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,16:21:16,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,16:56:59,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,17:01:25,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,17:04:39,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,17:06:47,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,07:51:12,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,08:04:36,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,08:10:00,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,08:15:53,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,08:13:00,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,08:30:03,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,08:40:21,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:03:55,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:07:17,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:09:21,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,08:08:24,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:18:45,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:20:06,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:23:24,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:32:02,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:37:22,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:40:35,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:48:47,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:51:35,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,09:53:40,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,10:03:38,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,10:08:54,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,11:25:18,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,11:32:23,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,11:29:48,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,11:44:29,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,08:23:11,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,08:38:54,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,14:18:12,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,15:06:37,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-24,10:05:41,"California Ground Squirrel"
"H9","C12","George Simmons",2021-04-23,13:20:38,"Western fence lizard"
"H9","C12","George Simmons",2021-04-23,13:46:23,"Western fence lizard"
"H17","C6","Calen Campos",2021-04-22,14:17:25,"Killdeer"
"H17","C6","Calen Campos",2021-04-24,07:54:18,"Killdeer"
"H17","C6","Calen Campos",2021-04-25,13:33:45,"Killdeer"
"H17","C6","Calen Campos",2021-04-26,18:09:58,"American Crow"
"H17","C6","Calen Campos",2021-04-22,14:33:45,"Say's Phoebe"
"H17","C6","Calen Campos",2021-04-24,13:56:46,"Common Starling"
"H17","C6","Calen Campos",2021-04-24,13:58:06,"Common Starling"
"H17","C6","Calen Campos",2021-04-24,14:08:23,"Common Starling"
"H17","C6","Calen Campos",2021-04-24,14:05:34,"Common Starling"
"H17","C6","Calen Campos",2021-04-24,14:10:16,"Common Starling"
"H17","C6","Calen Campos",2021-04-24,14:19:51,"Common Starling"
"H17","C6","Calen Campos",2021-04-24,06:50:15,"Bird"
"H17","C6","Calen Campos",2021-04-25,14:41:18,"Bird"
"H17","C6","Calen Campos",2021-04-24,03:01:08,"Great Horned Owl"
"H17","C6","Calen Campos",2021-04-27,11:32:19,"California Ground Squirrel"
"H17","C6","Calen Campos",2021-04-27,11:36:50,"California Ground Squirrel"
"H17","C5","Calen Campos",2021-04-25,16:37:44,"Killdeer"
"H17","C5","Calen Campos",2021-04-25,20:19:59,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-25,22:14:08,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-26,04:00:33,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-26,02:37:53,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-26,04:37:31,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-22,21:45:22,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-22,21:12:42,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-22,21:01:52,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-22,23:47:55,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-22,21:56:45,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,00:12:25,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,00:06:54,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,00:34:56,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,00:37:43,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-22,23:53:29,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,00:02:21,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,00:42:51,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,00:52:24,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,00:50:51,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,01:49:36,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,01:43:44,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,03:19:10,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,01:17:32,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,01:55:26,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,01:57:41,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,03:22:41,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,01:59:11,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,03:28:20,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,02:07:30,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,02:04:00,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,02:15:38,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,03:26:50,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,02:26:47,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,02:31:21,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,04:37:34,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,03:51:18,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,03:47:51,"North American Deermouse"
"H17","C5","Calen Campos",2021-04-23,03:48:56,"North American Deermouse"
